CHAMPION,ITEM,ITEM_CATEGORY,PLAYER_PURCHASE_RATE,WIN_RATE,AVG_KDA,MOST_COMMON_FIRST_PURCHASE_MINUTE,TOP_ITEM_1,TOP_ITEM_2,TOP_ITEM_3
Varus,Nashor's Tooth,Legendary,0.3276,0.5429,2.01,20.0,Dusk and Dawn,Zhonya's Hourglass,Riftmaker
Aatrox,Maw of Malmortius,Legendary,0.1048,0.46,2.78,25.0,Sundered Sky,Voltaic Cyclosword,Death's Dance
Nidalee,Farsight Alteration,Trinket,0.011,0.5,3.71,20.0,Dark Seal,Echoes of Helia,Blackfire Torch
Karma,Bramble Vest,Epic,0.0015,0.0,1.4,25.0,Moonstone Renewer,Redemption,
Lee Sin,Cloth Armor,Basic,0.0556,0.36,2.94,20.0,Sundered Sky,Eclipse,Plated Steelcaps
Taliyah,Scorchclaw Pup,Starter,0.0082,0.0,0.77,5.0,Blackfire Torch,Dark Seal,Amplifying Tome
Yasuo,Mercurial Scimitar,Legendary,0.0059,0.6,3.7,25.0,Blade of The Ruined King,Immortal Shieldbow,Infinity Edge
Akshan,Needlessly Large Rod,Basic,0.0029,0.0,1.43,25.0,Berserker's Greaves,Dusk and Dawn,Nashor's Tooth
Trundle,Vampiric Scepter,Epic,0.0217,0.0,0.2,10.0,Ravenous Hydra,Tiamat,
Katarina,Doran's Shield,Starter,0.1074,0.3529,2.05,5.0,Hextech Gunblade,Shadowflame,Dark Seal
Xayah,Rapid Firecannon,Legendary,0.0156,1.0,3.88,20.0,Infinity Edge,Yun Tal Wildarrows,
Seraphine,Void Staff,Legendary,0.0036,0.0,3.5,30.0,Blackfire Torch,Rabadon's Deathcap,
Nidalee,Locket of the Iron Solari,Legendary,0.0055,1.0,5.67,40.0,Echoes of Helia,Redemption,
Shaco,Statikk Shiv,Legendary,0.0097,0.3333,2.33,10.0,Opportunity,Profane Hydra,Serylda's Grudge
Lillia,Farsight Alteration,Trinket,0.0096,1.0,3.0,25.0,Ionian Boots of Lucidity,Liandry's Torment,Rabadon's Deathcap
Vex,Elixir of Sorcery,Consumable,0.0593,0.5,1.88,35.0,Luden's Companion,Shadowflame,Rabadon's Deathcap
Master Yi,Force of Nature,Legendary,0.0041,1.0,1.92,35.0,Death's Dance,Guinsoo's Rageblade,Kraken Slayer
Gangplank,Sorcerer's Shoes,Boots,0.0086,0.0,1.19,20.0,Essence Reaver,Liandry's Torment,Lord Dominik's Regards
Aatrox,Control Ward,Consumable,0.0587,0.6071,3.14,5.0,Sundered Sky,Mercury's Treads,Voltaic Cyclosword
Rengar,Farsight Alteration,Trinket,0.0635,0.4583,2.51,15.0,Profane Hydra,Ionian Boots of Lucidity,Umbral Glaive
Xin Zhao,Blasting Wand,Basic,0.0071,1.0,1.0,5.0,Sheen,Titanic Hydra,
Xin Zhao,Doran's Ring,Starter,0.0143,0.5,0.94,5.0,Pickaxe,Boots,Eclipse
Zeri,Mercury's Treads,Boots,0.0041,0.0,1.83,20.0,Fiendhunter Bolts,Infinity Edge,Lord Dominik's Regards
Graves,Steel Sigil,Epic,0.0305,0.5,5.58,30.0,Lord Dominik's Regards,The Collector,Youmuu's Ghostblade
Aphelios,Long Sword,Basic,0.1983,0.4783,1.7,20.0,Infinity Edge,Stormrazor,Berserker's Greaves
Varus,Stormrazor,Legendary,0.0009,1.0,4.33,20.0,Essence Reaver,Phantom Dancer,Statikk Shiv
Ezreal,Maw of Malmortius,Legendary,0.0178,0.6,3.59,25.0,Serylda's Grudge,Trinity Force,Spear of Shojin
Aatrox,Doran's Shield,Starter,0.218,0.4712,1.86,5.0,Plated Steelcaps,Sundered Sky,Long Sword
Kaisa,Actualizer,Legendary,0.0059,0.4,2.44,20.0,Blackfire Torch,Horizon Focus,Cryptbloom
Nasus,Death's Dance,Legendary,0.021,0.6667,1.44,30.0,Essence Reaver,Immortal Shieldbow,The Collector
Sivir,Scout's Slingshot,Epic,0.005,0.5,2.72,10.0,Infinity Edge,Yun Tal Wildarrows,Zeal
Veigar,Shurelya's Battlesong,Legendary,0.0571,0.7857,2.96,20.0,Rod of Ages,Cryptbloom,Rabadon's Deathcap
Ezreal,Void Staff,Legendary,0.0018,0.0,0.86,30.0,Lich Bane,,
Ivern,Bloodletter's Curse,Legendary,0.0543,0.7,3.81,25.0,Malignance,Zhonya's Hourglass,Mejai's Soulstealer
Vi,Executioner's Calling,Epic,0.0083,1.0,3.2,20.0,Eclipse,Last Whisper,The Collector
Renata,Elixir of Iron,Consumable,0.0233,0.5,5.27,35.0,Knight's Vow,Locket of the Iron Solari,Bandlepipes
Brand,Riftmaker,Legendary,0.0132,1.0,2.44,25.0,Liandry's Torment,Rylai's Crystal Scepter,Bloodletter's Curse
Nunu,Spirit Visage,Legendary,0.1791,0.5833,3.76,20.0,Liandry's Torment,Randuin's Omen,Thornmail
Volibear,Boots of Swiftness,Boots,0.0703,0.4872,2.28,15.0,Dusk and Dawn,Navori Flickerblade,Spirit Visage
Ivern,Sapphire Crystal,Basic,0.0054,0.0,1.75,10.0,Amplifying Tome,Glowing Mote,
Udyr,Elixir of Wrath,Consumable,0.0067,0.0,1.0,35.0,Blade of The Ruined King,Hullbreaker,Mortal Reminder
Kayn,Plated Steelcaps,Boots,0.2247,0.4,2.58,15.0,Black Cleaver,Voltaic Cyclosword,Death's Dance
Malphite,Amplifying Tome,Basic,0.0172,0.125,0.91,5.0,Malignance,Stormsurge,Sorcerer's Shoes
Mel,Zhonya's Hourglass,Legendary,0.1765,0.5476,2.42,25.0,Blackfire Torch,Shadowflame,Rabadon's Deathcap
Alistar,Hextech Rocketbelt,Legendary,0.0049,0.5,1.36,15.0,Stormsurge,,
Nasus,Trinity Force,Legendary,0.6853,0.6429,2.39,15.0,Frozen Heart,Spirit Visage,Bandlepipes
Gragas,Glowing Mote,Basic,0.0333,0.7143,2.2,10.0,Ionian Boots of Lucidity,Hextech Rocketbelt,Bandlepipes
Maokai,Mikael's Blessing,Legendary,0.0139,0.0,2.5,15.0,,,
Thresh,Boots,Boots,0.0217,0.1538,1.13,5.0,Locket of the Iron Solari,Bandlepipes,Kindlegem
Amumu,Boots,Boots,0.0633,0.2,2.4,10.0,Liandry's Torment,Abyssal Mask,Bramble Vest
Twisted Fate,Cryptbloom,Legendary,0.0068,0.0,3.29,25.0,Rapid Firecannon,Rod of Ages,Lich Bane
Sion,Serrated Dirk,Epic,0.0082,0.0,1.91,10.0,Youmuu's Ghostblade,Axiom Arc,Bastionbreaker
Taliyah,Farsight Alteration,Trinket,0.3885,0.5632,2.54,15.0,Rylai's Crystal Scepter,Doran's Ring,Liandry's Torment
Annie,Dark Seal,Starter,0.3455,0.4737,2.17,5.0,Malignance,Doran's Ring,Amplifying Tome
Sion,Tiamat,Epic,0.0435,0.5625,2.66,20.0,Tunneler,Unending Despair,Hollow Radiance
Yorick,Spear of Shojin,Legendary,0.4667,0.5873,2.74,20.0,Trinity Force,Serylda's Grudge,Sterak's Gage
Qiyana,Gustwalker Hatchling,Starter,0.0057,0.0,0.8,5.0,Long Sword,Profane Hydra,Hubris
Senna,Steel Sigil,Epic,0.0037,1.0,2.38,35.0,Black Cleaver,Rapid Firecannon,
Ziggs,Boots,Boots,0.0226,0.0,0.88,10.0,Luden's Companion,Blackfire Torch,Fiendish Codex
Nilah,Bloodthirster,Legendary,0.0354,0.25,1.75,35.0,Immortal Shieldbow,Infinity Edge,Lord Dominik's Regards
Janna,Health Potion,Consumable,0.0162,0.4444,2.39,5.0,Boots of Swiftness,Amplifying Tome,Dark Seal
Pantheon,Umbral Glaive,Legendary,0.1142,0.5405,2.06,15.0,Eclipse,Opportunity,Serpent's Fang
Maokai,Control Ward,Consumable,0.7222,0.5577,2.5,15.0,Boots of Swiftness,Bandlepipes,Locket of the Iron Solari
Kennen,Void Staff,Legendary,0.1822,0.5333,2.6,30.0,Shadowflame,Hextech Gunblade,Hextech Rocketbelt
Ivern,Mikael's Blessing,Legendary,0.0489,0.7778,5.37,25.0,Moonstone Renewer,Redemption,Ardent Censer
Olaf,Spectre's Cowl,Epic,0.0105,0.0,0.65,25.0,Experimental Hexplate,Ravenous Hydra,Death's Dance
Anivia,Amplifying Tome,Basic,0.214,0.5082,2.75,15.0,Rod of Ages,Liandry's Torment,Malignance
Ryze,Ruby Crystal,Basic,0.0038,0.0,1.43,5.0,Rod of Ages,Actualizer,Blasting Wand
Pyke,Farsight Alteration,Trinket,0.0027,0.0,2.33,20.0,Doran's Blade,Edge of Night,Ionian Boots of Lucidity
Mordekaiser,Plated Steelcaps,Boots,0.5657,0.4242,1.49,15.0,Riftmaker,Rylai's Crystal Scepter,Dusk and Dawn
Fiddlesticks,Cryptbloom,Legendary,0.009,1.0,3.79,25.0,Liandry's Torment,Shadowflame,
Kalista,Recurve Bow,Epic,0.1714,0.4444,1.6,10.0,Blade of The Ruined King,Guinsoo's Rageblade,Hearthbound Axe
Zaahen,Mortal Reminder,Legendary,0.0025,1.0,1.3,40.0,Death's Dance,Sundered Sky,Trinity Force
Kaisa,"Jak'Sho, The Protean",Legendary,0.0012,1.0,3.14,25.0,Guinsoo's Rageblade,Kraken Slayer,Terminus
Lillia,Rabadon's Deathcap,Legendary,0.0577,0.6667,4.24,30.0,Liandry's Torment,Riftmaker,Zhonya's Hourglass
Taliyah,Amplifying Tome,Basic,0.2352,0.5043,2.39,5.0,Blackfire Torch,Sorcerer's Shoes,Rylai's Crystal Scepter
Rengar,The Collector,Legendary,0.0238,0.6667,2.58,15.0,Lord Dominik's Regards,Infinity Edge,Ravenous Hydra
Bard,Bloodletter's Curse,Legendary,0.0132,0.5,3.63,25.0,Dead Man's Plate,Bandlepipes,Liandry's Torment
Malphite,Sapphire Crystal,Basic,0.0043,1.0,2.95,5.0,Cloth Armor,Plated Steelcaps,Sunfire Aegis
Gwen,Gustwalker Hatchling,Starter,0.0081,0.25,0.11,5.0,Amplifying Tome,Dagger,Boots
Tryndamere,Hullbreaker,Legendary,0.0097,0.0,3.4,35.0,Infinity Edge,Mercurial Scimitar,Navori Flickerblade
Nasus,Elixir of Iron,Consumable,0.007,0.0,1.14,30.0,Frozen Heart,Ionian Boots of Lucidity,Negatron Cloak
Sejuani,Unending Despair,Legendary,0.25,0.4762,4.0,25.0,Heartsteel,Thornmail,"Jak'Sho, The Protean"
Nami,Health Potion,Consumable,0.0251,0.3333,1.79,5.0,Imperial Mandate,Control Ward,Ionian Boots of Lucidity
Nautilus,Rabadon's Deathcap,Legendary,0.0012,1.0,1.75,40.0,,,
Jayce,Refillable Potion,Consumable,0.0217,0.5333,2.0,5.0,Doran's Blade,Tear of the Goddess,Youmuu's Ghostblade
Vi,Gustwalker Hatchling,Starter,0.0333,0.25,1.8,5.0,Sundered Sky,Trinity Force,Caulfield's Warhammer
Kayn,Maw of Malmortius,Legendary,0.0169,0.3333,1.6,25.0,Eclipse,Axiom Arc,Black Cleaver
Xerath,Void Staff,Legendary,0.0909,0.7333,3.42,30.0,Luden's Companion,Rabadon's Deathcap,Shadowflame
Karthus,Amplifying Tome,Basic,0.1692,0.3636,1.62,5.0,Blackfire Torch,Sorcerer's Shoes,Shadowflame
Lucian,Serrated Dirk,Epic,0.0065,0.3333,1.83,5.0,Essence Reaver,Infinity Edge,Navori Flickerblade
Qiyana,Dusk and Dawn,Legendary,0.0019,1.0,4.0,20.0,Hextech Gunblade,Mejai's Soulstealer,Zhonya's Hourglass
Shyvana,B. F. Sword,Basic,0.0385,0.0,1.0,20.0,Boots,Cloak of Agility,Pickaxe
Jarvan IV,Last Whisper,Epic,0.0169,0.6667,4.64,25.0,Axiom Arc,Profane Hydra,Caulfield's Warhammer
Illaoi,Hullbreaker,Legendary,0.0328,1.0,1.81,20.0,Iceborn Gauntlet,Sterak's Gage,Black Cleaver
Varus,Tear of the Goddess,Starter,0.0554,0.4262,1.68,5.0,Doran's Blade,Youmuu's Ghostblade,Long Sword
Illaoi,Bramble Vest,Epic,0.0492,0.3333,1.11,10.0,Black Cleaver,Hexdrinker,Iceborn Gauntlet
Janna,Redemption,Legendary,0.5181,0.561,3.78,25.0,Moonstone Renewer,Dawncore,Shurelya's Battlesong
Shaco,Boots of Swiftness,Boots,0.1683,0.4231,2.84,15.0,Umbral Glaive,Youmuu's Ghostblade,Profane Hydra
Thresh,Health Potion,Consumable,0.0033,0.5,1.67,5.0,Locket of the Iron Solari,Bandlepipes,Boots
Annie,Hextech Alternator,Epic,0.0727,0.25,2.4,20.0,Malignance,Aether Wisp,Rabadon's Deathcap
Maokai,Null-Magic Mantle,Basic,0.125,0.3333,1.84,10.0,Boots of Swiftness,Cloth Armor,Kindlegem
Lissandra,Blackfire Torch,Legendary,0.0916,0.4167,1.55,15.0,Zhonya's Hourglass,Cryptbloom,Hextech Rocketbelt
Yone,Maw of Malmortius,Legendary,0.0027,1.0,1.0,30.0,Infinity Edge,Phantom Dancer,
Quinn,Umbral Glaive,Legendary,0.0179,0.5,1.8,15.0,Bastionbreaker,Profane Hydra,
Illaoi,Glowing Mote,Basic,0.0164,0.0,0.67,5.0,Death's Dance,Endless Hunger,Hextech Gunblade
Aatrox,Guardian Angel,Legendary,0.0063,0.6667,4.21,30.0,Sundered Sky,Death's Dance,Endless Hunger
Leblanc,Dead Man's Plate,Legendary,0.0037,1.0,10.0,30.0,Banshee's Veil,Luden's Companion,
Shaco,Boots,Boots,0.0518,0.5625,3.37,10.0,The Collector,Youmuu's Ghostblade,Infinity Edge
Urgot,Overlord's Bloodmail,Legendary,0.0963,0.5714,2.34,30.0,Sterak's Gage,Black Cleaver,"Jak'Sho, The Protean"
Katarina,Doran's Blade,Starter,0.2063,0.5,2.07,5.0,Kraken Slayer,Blade of The Ruined King,Mercury's Treads
Quinn,Scout's Slingshot,Epic,0.0089,0.0,1.88,10.0,Edge of Night,Mortal Reminder,Profane Hydra
Elise,Cryptbloom,Legendary,0.015,0.4,2.37,30.0,Shadowflame,Stormsurge,Hextech Rocketbelt
Zac,Farsight Alteration,Trinket,0.0174,0.4,1.94,15.0,Spirit Visage,Dark Seal,Mercury's Treads
Twisted Fate,Yun Tal Wildarrows,Legendary,0.0068,0.5,1.23,15.0,Blade of The Ruined King,Rapid Firecannon,Stormrazor
Kindred,Elixir of Wrath,Consumable,0.0376,0.6,2.49,25.0,Berserker's Greaves,Infinity Edge,Kraken Slayer
Ezreal,Plated Steelcaps,Boots,0.032,0.4444,3.1,15.0,Trinity Force,Spear of Shojin,Serylda's Grudge
Ivern,Whispering Circlet,Legendary,0.0054,0.0,1.33,20.0,Actualizer,Malignance,
Graves,Noonquiver,Epic,0.0763,0.3,2.68,20.0,The Collector,Youmuu's Ghostblade,Lord Dominik's Regards
Darius,Control Ward,Consumable,0.0365,0.5,3.31,5.0,Sterak's Gage,Mercury's Treads,Stridebreaker
Jarvan IV,Bandlepipes,Legendary,0.0094,0.4,1.87,10.0,Protoplasm Harness,Sundered Sky,Kaenic Rookern
Kog Maw,Ruby Crystal,Basic,0.027,0.75,2.09,5.0,Guinsoo's Rageblade,Runaan's Hurricane,Blade of The Ruined King
Diana,Aether Wisp,Epic,0.0012,0.0,1.43,10.0,Hextech Alternator,Hextech Rocketbelt,Shadowflame
Elise,Null-Magic Mantle,Basic,0.003,0.0,1.14,10.0,Amplifying Tome,Shadowflame,Sorcerer's Shoes
Nocturne,Frozen Heart,Legendary,0.0242,0.6667,3.97,20.0,Stridebreaker,Experimental Hexplate,
Sett,Null-Magic Mantle,Basic,0.0101,0.5,1.0,15.0,Boots,Stridebreaker,
Nunu,Zeke's Convergence,Legendary,0.005,1.0,3.17,20.0,Liandry's Torment,Trailblazer,
Kog Maw,Aether Wisp,Epic,0.0068,0.0,0.8,15.0,Luden's Companion,,
Kalista,Amplifying Tome,Basic,0.019,0.0,3.25,15.0,Blade of The Ruined King,Guinsoo's Rageblade,"Jak'Sho, The Protean"
Alistar,Null-Magic Mantle,Basic,0.1481,0.4833,2.7,10.0,Kindlegem,Cloth Armor,Boots of Swiftness
Darius,Tunneler,Epic,0.1533,0.4048,1.56,20.0,Stridebreaker,Dead Man's Plate,Force of Nature
Tryndamere,Farsight Alteration,Trinket,0.1165,0.5,1.56,20.0,Berserker's Greaves,Ravenous Hydra,Cloak of Agility
Quinn,Vampiric Scepter,Epic,0.0268,0.6667,1.51,10.0,Infinity Edge,Lord Dominik's Regards,Profane Hydra
Rakan,Randuin's Omen,Legendary,0.0022,1.0,9.0,25.0,Bandlepipes,Redemption,
Galio,Null-Magic Mantle,Basic,0.0201,0.4286,1.45,5.0,Mercury's Treads,Cloth Armor,Hollow Radiance
Kayn,Serpent's Fang,Legendary,0.2247,0.425,2.26,20.0,Opportunity,Axiom Arc,Serylda's Grudge
Taric,Glowing Mote,Basic,0.0263,0.75,3.03,5.0,Bandlepipes,Boots of Swiftness,Knight's Vow
Teemo,Oracle Lens,Trinket,0.2353,0.4375,2.25,5.0,Liandry's Torment,Nashor's Tooth,Malignance
Jarvan IV,Dead Man's Plate,Legendary,0.0019,0.0,3.33,30.0,Black Cleaver,Frozen Heart,Sundered Sky
Nilah,Farsight Alteration,Trinket,0.6283,0.5352,2.24,15.0,Infinity Edge,The Collector,Doran's Blade
Diana,Stealth Ward,Trinket,0.0821,0.4394,2.69,5.0,Dusk and Dawn,Dark Seal,Riftmaker
Malzahar,Zhonya's Hourglass,Legendary,0.0864,0.2857,2.42,30.0,Rylai's Crystal Scepter,Blackfire Torch,Liandry's Torment
Mel,Archangel's Staff,Legendary,0.0042,0.0,0.67,15.0,,,
Ornn,Protoplasm Harness,Legendary,0.1722,0.7544,3.91,25.0,Unending Despair,Kaenic Rookern,"Jak'Sho, The Protean"
Jhin,Guardian Angel,Legendary,0.0358,0.4762,3.94,35.0,Infinity Edge,Rapid Firecannon,Stormrazor
Vi,Zeke's Convergence,Legendary,0.0167,1.0,2.0,20.0,Sundered Sky,Guardian Angel,Sterak's Gage
Orianna,Needlessly Large Rod,Basic,0.3699,0.4966,2.53,20.0,Shadowflame,Luden's Companion,Blackfire Torch
Irelia,Hearthbound Axe,Epic,0.0136,0.1667,0.88,15.0,Blade of The Ruined King,Recurve Bow,Executioner's Calling
Sivir,Refillable Potion,Consumable,0.072,0.3793,1.89,5.0,Doran's Blade,Essence Reaver,Berserker's Greaves
Twisted Fate,Banshee's Veil,Legendary,0.0205,0.8333,3.06,30.0,Rapid Firecannon,Lich Bane,Luden's Companion
Naafiri,Death's Dance,Legendary,0.1333,0.6129,3.55,25.0,Axiom Arc,Profane Hydra,Black Cleaver
Akali,Plated Steelcaps,Boots,0.0298,0.375,2.0,10.0,Hextech Gunblade,Shadowflame,Zhonya's Hourglass
Nautilus,Plated Steelcaps,Boots,0.4877,0.5201,2.5,10.0,Locket of the Iron Solari,Bandlepipes,Kindlegem
Renata,Glowing Mote,Basic,0.0233,0.0,1.69,10.0,Ionian Boots of Lucidity,Amplifying Tome,Bandlepipes
Draven,Stormrazor,Legendary,0.0121,0.75,1.76,35.0,Bloodthirster,Infinity Edge,Lord Dominik's Regards
Khazix,Eclipse,Legendary,0.005,0.3333,1.11,15.0,Serpent's Fang,Profane Hydra,Umbral Glaive
Hecarim,Sterak's Gage,Legendary,0.0297,0.625,3.97,30.0,Black Cleaver,Spear of Shojin,Death's Dance
Briar,Kindlegem,Epic,0.0442,0.4,3.69,20.0,Titanic Hydra,Death's Dance,Phage
Elise,Oracle Lens,Trinket,0.7417,0.4251,2.47,5.0,Sorcerer's Shoes,Stormsurge,Shadowflame
Syndra,Oracle Lens,Trinket,0.0709,0.475,2.75,15.0,Blackfire Torch,Cosmic Drive,Luden's Companion
Jarvan IV,Chempunk Chainsword,Legendary,0.0037,0.5,4.39,25.0,Sundered Sky,Black Cleaver,Eclipse
Mel,Dark Seal,Starter,0.2521,0.5333,2.3,5.0,Blackfire Torch,Shadowflame,Doran's Ring
Camille,Maw of Malmortius,Legendary,0.0329,0.2,1.71,30.0,Ravenous Hydra,Trinity Force,Spear of Shojin
Aatrox,Mortal Reminder,Legendary,0.0168,0.875,4.5,20.0,Profane Hydra,Sundered Sky,Death's Dance
Gragas,Morellonomicon,Legendary,0.0048,1.0,2.8,30.0,Rod of Ages,,
Rek Sai,Serrated Dirk,Epic,0.0141,0.0,1.7,15.0,Spear of Shojin,Stridebreaker,Titanic Hydra
Udyr,Hextech Rocketbelt,Legendary,0.0267,0.5,6.0,20.0,Liandry's Torment,Dead Man's Plate,Spear of Shojin
Aurora,Haunting Guise,Epic,0.0182,0.5,1.18,10.0,Oblivion Orb,Shadowflame,Fated Ashes
Tristana,Vampiric Scepter,Epic,0.0609,0.7083,2.8,25.0,Infinity Edge,Navori Flickerblade,Yun Tal Wildarrows
Vladimir,Oblivion Orb,Epic,0.0278,0.5556,4.34,20.0,Hextech Rocketbelt,Rabadon's Deathcap,Riftmaker
Ornn,Elixir of Iron,Consumable,0.0091,0.6667,3.44,30.0,Chain Vest,Plated Steelcaps,Protoplasm Harness
Yasuo,Stridebreaker,Legendary,0.0952,0.5309,2.22,20.0,Phantom Dancer,Infinity Edge,Lord Dominik's Regards
Fizz,Oblivion Orb,Epic,0.0056,0.0,1.67,15.0,Cryptbloom,Lich Bane,Shadowflame
Lucian,Last Whisper,Epic,0.1,0.4565,2.14,25.0,Essence Reaver,Infinity Edge,Navori Flickerblade
Urgot,Cull,Starter,0.1055,0.4783,1.23,5.0,Doran's Blade,Black Cleaver,Boots of Swiftness
Kaisa,Dark Seal,Starter,0.0082,0.5714,2.08,15.0,Actualizer,Ionian Boots of Lucidity,Blackfire Torch
Veigar,Zhonya's Hourglass,Legendary,0.098,0.5417,3.06,30.0,Rabadon's Deathcap,Luden's Companion,Rod of Ages
Ivern,Blighting Jewel,Epic,0.0054,0.0,2.86,30.0,Fiendish Codex,Liandry's Torment,Malignance
Ambessa,Edge of Night,Legendary,0.0336,0.4348,2.38,20.0,Voltaic Cyclosword,Profane Hydra,Axiom Arc
Vex,Oblivion Orb,Epic,0.0519,0.5714,2.11,25.0,Luden's Companion,Shadowflame,Stormsurge
Seraphine,Echoes of Helia,Legendary,0.6165,0.5291,3.07,15.0,Moonstone Renewer,Blackfire Torch,Redemption
Rakan,Bramble Vest,Epic,0.013,0.6667,4.18,20.0,Zeke's Convergence,Bandlepipes,Locket of the Iron Solari
Kaisa,Lost Chapter,Epic,0.0035,0.3333,1.11,15.0,Actualizer,Cryptbloom,Luden's Companion
Diana,Recurve Bow,Epic,0.0012,0.0,0.8,15.0,Dusk and Dawn,,
KSante,Tear of the Goddess,Starter,0.007,0.5,2.21,5.0,Iceborn Gauntlet,Bramble Vest,Doran's Shield
Zed,The Collector,Legendary,0.0028,0.5,3.54,20.0,Lord Dominik's Regards,Voltaic Cyclosword,Edge of Night
Milio,Bandleglass Mirror,Epic,0.1209,0.4545,3.07,10.0,Echoes of Helia,Kindlegem,Ardent Censer
Smolder,Ruby Crystal,Basic,0.06,0.28,1.38,15.0,Essence Reaver,Pickaxe,Tunneler
Tryndamere,Oracle Lens,Trinket,0.2136,0.4545,1.69,15.0,Berserker's Greaves,Doran's Blade,Ravenous Hydra
Kassadin,Rod of Ages,Legendary,0.8268,0.5012,2.69,15.0,Malignance,Zhonya's Hourglass,Frozen Heart
Jax,Boots of Swiftness,Boots,0.0123,0.6667,4.29,20.0,Dusk and Dawn,Hextech Rocketbelt,Sundered Sky
Amumu,Plated Steelcaps,Boots,0.4051,0.5313,2.78,15.0,Liandry's Torment,Sunfire Aegis,Abyssal Mask
Diana,Void Staff,Legendary,0.0274,0.5,2.39,35.0,Zhonya's Hourglass,Dusk and Dawn,Riftmaker
Gwen,Amplifying Tome,Basic,0.2242,0.4324,1.77,15.0,Dusk and Dawn,Nashor's Tooth,Rabadon's Deathcap
Rumble,Glowing Mote,Basic,0.0159,0.6,2.59,15.0,Liandry's Torment,Bloodletter's Curse,Plated Steelcaps
Shen,Knight's Vow,Legendary,0.0111,0.3333,2.78,20.0,Titanic Hydra,Bandlepipes,Dead Man's Plate
Senna,Noonquiver,Epic,0.0221,0.3333,2.27,25.0,Black Cleaver,Edge of Night,Executioner's Calling
Hwei,Mejai's Soulstealer,Legendary,0.0394,0.625,4.42,20.0,Blackfire Torch,Shadowflame,Liandry's Torment
Twisted Fate,Stealth Ward,Trinket,0.2014,0.5085,2.73,5.0,Lich Bane,Rod of Ages,Rapid Firecannon
Azir,Liandry's Torment,Legendary,0.1679,0.4091,1.64,25.0,Nashor's Tooth,Shadowflame,Zhonya's Hourglass
Yone,"Jak'Sho, The Protean",Legendary,0.0186,0.5714,2.78,35.0,Blade of The Ruined King,Immortal Shieldbow,Infinity Edge
Yone,B. F. Sword,Basic,0.1197,0.4222,1.88,25.0,Immortal Shieldbow,Blade of The Ruined King,Berserker's Greaves
Morgana,Doran's Ring,Starter,0.1119,0.5,2.34,5.0,Blackfire Torch,Liandry's Torment,Needlessly Large Rod
Quinn,Lord Dominik's Regards,Legendary,0.3571,0.575,2.31,25.0,Profane Hydra,Edge of Night,The Collector
Renata,Sorcerer's Shoes,Boots,0.0116,0.0,0.93,20.0,Nashor's Tooth,Rabadon's Deathcap,Shadowflame
Blitzcrank,Winged Moonplate,Epic,0.0543,0.8333,3.11,10.0,Chain Vest,Bandlepipes,Locket of the Iron Solari
Ezreal,Control Ward,Consumable,0.0267,0.6667,2.24,15.0,Trinity Force,Ionian Boots of Lucidity,Doran's Blade
Sett,Warmog's Armor,Legendary,0.005,1.0,1.11,30.0,Overlord's Bloodmail,Stridebreaker,
Viego,Sheen,Epic,0.0011,1.0,1.63,10.0,Infinity Edge,,
Nilah,Long Sword,Basic,0.2478,0.6071,2.0,5.0,Infinity Edge,The Collector,Lord Dominik's Regards
Volibear,Spectre's Cowl,Epic,0.0811,0.4444,2.21,20.0,Dusk and Dawn,Navori Flickerblade,Kindlegem
Soraka,Blasting Wand,Basic,0.0471,0.6154,3.36,20.0,Moonstone Renewer,Forbidden Idol,Ionian Boots of Lucidity
Lucian,Serpent's Fang,Legendary,0.0022,0.0,1.33,25.0,Essence Reaver,Infinity Edge,
Karma,Negatron Cloak,Epic,0.003,0.5,2.78,30.0,Echoes of Helia,Malignance,Mikael's Blessing
Tahm Kench,Sheen,Epic,0.0112,0.0,0.71,15.0,Heartsteel,Kindlegem,
Milio,Farsight Alteration,Trinket,0.0082,0.6667,4.17,15.0,Amplifying Tome,Doran's Ring,Luden's Companion
Varus,Zeke's Convergence,Legendary,0.0018,0.5,1.68,20.0,Dusk and Dawn,Experimental Hexplate,"Jak'Sho, The Protean"
Ivern,Nashor's Tooth,Legendary,0.0109,0.5,1.61,10.0,Lich Bane,Rylai's Crystal Scepter,Zhonya's Hourglass
Yunara,Negatron Cloak,Epic,0.0012,1.0,3.5,15.0,Fiendhunter Bolts,Infinity Edge,Kraken Slayer
Sona,Oblivion Orb,Epic,0.0289,0.2143,3.54,30.0,Echoes of Helia,Moonstone Renewer,Forbidden Idol
Lee Sin,Tiamat,Epic,0.0089,0.5,1.79,10.0,Sundered Sky,Black Cleaver,Caulfield's Warhammer
Rakan,Trailblazer,Legendary,0.0065,0.3333,4.14,15.0,Abyssal Mask,Bandlepipes,Force of Nature
Gwen,Aether Wisp,Epic,0.0081,0.5,2.64,10.0,Void Staff,Dusk and Dawn,Rabadon's Deathcap
Draven,Boots of Swiftness,Boots,0.0091,0.3333,1.57,10.0,Infinity Edge,Lord Dominik's Regards,Youmuu's Ghostblade
Kayle,Dusk and Dawn,Legendary,0.4535,0.5641,1.97,25.0,Nashor's Tooth,Rabadon's Deathcap,Shadowflame
Viktor,Ruby Crystal,Basic,0.0111,0.0,0.31,5.0,Blackfire Torch,Amplifying Tome,Boots
